GERP3,vardaf
0.059,0.109696385321101
-0.092,0.10424497642897
-1.18,0.163380625065624
0.021,0.167597270189351
0.06,0.0804322479541634
-1.87,0.178805290807025
0.682,0.0625768349556401
1.25,0.0379499375520193
0.228,0.0676405304830165
0.01,0.159316878289365
1.83,0.0778559997423056
2.86,0.0994076291144201
3.07,0.0479611570482498
-3.76,0.19337956892795
1.04,0.0586337664484851
0.258,0.0984385444590579
-2.36,0.187124176792475
-0.148,0.153799214821331
0,0.135863066898926
0.843,0.104988572417746
1.81,0.0682318046748838
-5.7,0.190183489827856
2.04,0.0986244571481285
-6.02,0.203187561259921
-0.229,0.138772017914032
0.966,0.0367807596790967
2.97,0.0954855078198397
1.94,0.0791585025433192
0.47,0.139947710600627
2.09,0.0329725540377122
0.972,0.0794310523813982
-4.18,0.193761266257238
0.698,0.046875348866545
2.98,0.100155068844622
-0.924,0.170743560351942
0.462,0.0530275413213671
-2.19,0.181774668614841
0.758,0.0818255512699103
-0.045,0.188322973866592
-0.094,0.131498286929621
-0.741,0.187120295478985
-0.107,0.17626869997218
-0.076,0.127150166152833
-0.018,0.157323082991426
0.111,0.150383678090367
-0.333,0.189479145887446
0.103,0.0771429798359586
0.052,0.104262748340701
-2.5,0.181271083454103
-0.001,0.155545743373474
0.702,0.10148317506775
-1.56,0.173748680988123
-1.37,0.182222267456695
3.88,0.0753111778846154
-0.132,0.191509601884866
0.239,0.0837030822236513
-0.832,0.147254458693855
1.84,0.104980310236348
0.425,0.095600033875879
2,0.072844249226535
2.2,0.0490728991701961
-4.4,0.194525462349425
2.1,0.0915696608163718
1.87,0.114268260973437
-2.65,0.194289959966499
0.178,0.139847100607983
1.53,0.034753462158446
2.29,0.0515779764894399
1.42,0.109956431146114
3.31,0.0263314326119194
0.741,0.0604656226393175
1.88,0.0532655266745839
2.35,0.100270015262276
1.34,0.038726073931059
4.94,0.0176561311721769
6,0.0105031964333168
-1.48,0.167956557817605
0.654,0.111208980019065
2.71,0.108343305278959
4.16,0.0935052769313018
0.907,0.119222874759681
0.727,0.0759615739463601
3.66,0.0715584160305344
-1.85,0.176379506651231
-7.33,0.193256646464646
-4.65,0.197121229380862
0.615,0.0914200702200355
0.538,0.0563781042039356
1.01,0.0706076130109234
0.338,0.0754391372653253
-2.89,0.19757262065182
0.049,0.0691878567319067
-2.47,0.185551576922797
-1.41,0.179950392990529
-2.53,0.186698334566201
-3.88,0.202355834502656
-4.49,0.186432950016361
2.83,0.112752140750988
-0.075,0.153241382749977
0.346,0.116580419856006
-0.487,0.172425314888605
0.202,0.184164513736632
-2.6,0.182089804082386
-1.83,0.173478543783477
-2.64,0.17869257379753
-1.76,0.172882434954678
3.56,0.100664858401984
-2.81,0.18503337673905
-0.146,0.116295404861265
-0.465,0.165804404593139
-0.339,0.161895894787102
-1.63,0.172576330280122
0.008,0.0565298753093839
-0.348,0.188253735809291
-0.927,0.184472854831921
-0.411,0.106272709328331
-1.79,0.167756655532968
-0.376,0.140864304764474
0.894,0.0435140330225605
-1.78,0.176242627476779
-0.716,0.12694677502848
-0.283,0.167487382533078
0.796,0.0326957558559586
-2.07,0.169661959187019
-1.98,0.183141552565523
0.465,0.135278594598494
-0.901,0.150541841093544
-0.481,0.174478686791148
0.95,0.044236515525955
-0.237,0.135760850643273
-1.64,0.182082497829024
-1.38,0.158619884670284
-1.35,0.169759186909465
-1.86,0.174074474400633
-1.42,0.151896667629778
0.307,0.151668478716902
-0.523,0.160046241723822
-4.74,0.194562275862069
-0.473,0.173477848092794
-0.496,0.174951498824608
-1.52,0.163964006814964
-0.327,0.128615707204877
-1.69,0.15383333663793
-0.34,0.137480237343831
-2.04,0.176574825766494
0.987,0.0471463728966973
-0.337,0.165994390398348
-0.472,0.162931220110258
0.499,0.125497473985634
-0.773,0.134318680429341
1.21,0.0870682624697447
-1.08,0.161347628001715
0.151,0.162445369386756
0.033,0.0890807848959442
1.55,0.0395317354740404
-1.05,0.173640947948421
0.427,0.0626638709866321
0.399,0.162254308420944
-1.26,0.179952523152124
0.164,0.14172485658499
0.544,0.0442132472175649
0.382,0.141748586462882
0.369,0.172396425859135
-0.101,0.197584561516062
-0.657,0.185061363433328
1.11,0.0677659423688974
1.6,0.0730436919302048
0.553,0.0719617325921777
0.778,0.0728525217649676
0.93,0.0495841820441418
-0.127,0.170933365702166
-0.007,0.0980563037325545
-0.821,0.135624357664067
-0.503,0.172348829042252
-1.74,0.179720845988962
-1.66,0.182147240461027
-0.057,0.104499126953353
-1.31,0.187294149666448
-1.68,0.185544054160285
-1.27,0.180629991631857
-1.6,0.165877887503454
-1.92,0.184606390332455
-0.234,0.197513305389222
-0.085,0.0780089744068579
-0.006,0.0551803027295118
-1.28,0.17053873127345
-1.54,0.172802987942371
-0.1,0.110333598356658
-0.478,0.153785288322203
-0.358,0.157012952982723
-1.97,0.16826184953343
-0.205,0.109268491083444
-0.106,0.0915628500835868
-1.95,0.170386395369309
-0.16,0.174794854776449
-0.437,0.160494049906749
3.4,0.112545235517569
-0.056,0.121885947700884
-0.343,0.0981775419761843
-1.49,0.168005585156823
-1.89,0.190234235323659
-0.323,0.159096651232825
0.797,0.0636030043796138
0.784,0.0829990429892893
-0.306,0.166704473857178
0.882,0.0486712915803989
-0.176,0.132209095747832
-1.91,0.178855937644823
-0.386,0.157645596060381
0.936,0.0767841637878211
-1.47,0.175880061992749
-0.231,0.121116808847559
-0.116,0.16014864025156
-0.966,0.169252511813865
0.677,0.0422325452202838
-1,0.166562773462482
-0.26,0.0746945795264558
-0.325,0.16440826320442
0.846,0.042820828994878
-0.258,0.138737918308644
-0.595,0.190503718636693
-0.351,0.125107239704176
-0.764,0.145860838799112
0.524,0.0593224049287055
0.67,0.0749706298628429
-0.489,0.144487354715477
-1.59,0.17524831127457
-1.43,0.173149964178539
-0.714,0.161322347064394
-0.164,0.144035146239263
-0.416,0.130563606192372
0.637,0.0610154009604283
-0.564,0.149528735348196
-0.641,0.14013495923506
-0.722,0.130257695985147
-1.11,0.167956311411433
-1.01,0.170499412851991
1.39,0.0724415562518879
-0.452,0.108157001262626
-1.3,0.16137431315234
-3.39,0.196932299329742
0.652,0.0328629338871147
-0.518,0.0902164056512218
0.293,0.0919061110783469
0.597,0.0471330943989931
-1.55,0.18138932438895
-1.16,0.182144890359984
-0.69,0.190544171493902
-0.558,0.16062258316722
0.515,0.0455400656904662
0.591,0.0759464008506114
-0.573,0.132313638525025
-0.032,0.133821455705308
0.573,0.0630226710009481
0.645,0.0443027196801163
-2.26,0.178193171731229
2.37,0.0428823437049009
-5.21,0.191442243205407
1.23,0.0783140568840103
0.99,0.0710058527499071
3.45,0.0528631780361123
2.17,0.0831035426411957
3.32,0.101662777090385
3.51,0.0933413582189514
1.63,0.116572295413616
-7.4,0.214184109756098
1.47,0.061110894546756
1.58,0.0418195908316033
0.461,0.101907473594709
0.541,0.11654694591195
0.556,0.0327838018117464
-2.9,0.188834009274295
1.73,0.114714723796262
0.785,0.138534728272773
-1.88,0.179825624229157
0.853,0.12231509774801
-3.2,0.197874655466621
0.711,0.0710530593434062
0.816,0.0697395360894414
-3.35,0.180907535999855
-0.59,0.161737160644234
-4.39,0.19349921672291
0.341,0.0873591953973699
-0.58,0.157568167621684
2.41,0.0891170325119072
-0.355,0.15443738511345
-0.119,0.128238933359699
-0.526,0.186163156169288
-1.03,0.15834889781264
-1.34,0.167164229982357
-5.95,0.177249879234973
0.703,0.0827177148000375
0.068,0.143219608263428
-2.37,0.191074278776115
2.27,0.0773461690505847
2.53,0.110113663052378
2.47,0.115622334132662
2.56,0.068720075793135
2.5,0.0722274950946632
0.443,0.0660514912577882
-0.328,0.174760419550698
0.588,0.0374894973942367
-6.82,0.194495238095238
5.1,0.0104207746536716
2.77,0.142622644155334
-7.21,0.205482680926916
-0.63,0.175481399413687
-0.99,0.192718979883504
2.4,0.107684919494043
1.06,0.156789064064162
3.35,0.0551516987012987
-2.2,0.18366611180238
0.646,0.095743386678317
3.13,0.143597910912151
-0.141,0.166066565886699
-0.202,0.103652787787274
-8.15,0.175072726153846
3.57,0.176403123731345
-9.05,0.194772493506494
2.99,0.0947951892641672
-8.68,0.226602761904762
-0.378,0.159378215082672
-0.096,0.119417272280702
1.4,0.0692830937925336
1.29,0.0721360121184861
0.397,0.124382478389978
-0.863,0.177723186578104
-0.588,0.165801570667456
-0.512,0.140651463780523
0.603,0.189069477254759
0.594,0.0820286286989537
-3.07,0.180258862388523
-3.21,0.191541871058057
0.444,0.186184912157667
1.38,0.0649710551138112
-2.35,0.172509208402112
0.291,0.108970342905331
0.304,0.0966435632337114
-1.09,0.176653508115543
-1.71,0.183911238330582
-1.72,0.181180691540431
0.774,0.0584308388169913
-0.4,0.160340608759661
-1.93,0.186676307911763
-0.338,0.164852448602596
0.963,0.042416820948426
-0.308,0.0992060678345693
0.822,0.0744251196263868
0.724,0.0616350538041442
-1.73,0.176895690739025
-0.12,0.162845547817776
-0.265,0.177473994304011
-0.071,0.11953949109456
0.161,0.182340050383352
1.24,0.0498406431956519
-0.269,0.187301487150107
-0.206,0.130951051124391
-6.57,0.177095057303371
0.94,0.0465647619441002
2.64,0.0828496147837728
0.325,0.135508755431161
-4.02,0.188881113118965
-0.041,0.135938874174972
4.09,0.0208900186835772
3.98,0.0378157341915992
1.59,0.0403578179505321
0.064,0.158934593867825
-4.11,0.197608520845381
0.132,0.137718981908096
0.996,0.0783720466424368
2.69,0.0910117660248244
2.45,0.188900854880692
-3.28,0.190466928106278
3.73,0.0613739313506034
1.28,0.137980970473037
-1.36,0.175077559049022
-0.024,0.184320375327061
-0.074,0.125013037608716
1.02,0.0595783113451887
-1.44,0.176862673323762
0.029,0.154036260165103
-0.387,0.169570888782704
2.16,0.0762912487463001
0.48,0.072933496055318
0.69,0.100309683061323
0.975,0.0394935013473227
0.032,0.0912087892954182
-0.592,0.170619789279869
-0.304,0.162570128610767
4.64,0.0174140256329667
4.88,0.0156343514862168
5,0.0179047524403701
2.81,0.113057776644237
3.89,0.0888437284164195
1.8,0.0957019620305966
-7.38,0.217627996677741
4.86,0.0910349542443064
4.78,0.0641795035294118
3.18,0.111567107073271
-1.81,0.181856330995072
0.783,0.088894017325228
-0.418,0.169551431604426
-3.03,0.185916074510767
-0.709,0.179795211910454
-2.66,0.18918301906339
0.158,0.0448967971835507
0.221,0.0747995376794531
0.29,0.102079020803488
0.198,0.082086773042685
-1.07,0.169405167648636
-0.097,0.185868954858746
0.699,0.0600659616785984
-2.06,0.175638341076403
0.59,0.0553365613851302
0.68,0.124292100853855
-0.713,0.194106679165337
-2.24,0.18270023993892
0.271,0.145953211750227
0.57,0.161743455782091
-0.96,0.172823151360054
-0.52,0.126800699511855
-1.22,0.172899496814155
-0.836,0.192171705907068
0.217,0.124363322245322
0.079,0.139845763794687
0.056,0.176218240896703
0.191,0.119366642622951
-1.23,0.179421182092431
-0.112,0.0936984158475236
0.423,0.0529616880702485
-1.61,0.171184377657152
-0.11,0.0868322087813445
1.36,0.0817781542052462
-0.222,0.175517032621262
4,0.0735744277019078
0.233,0.111934014111471
-5.18,0.17617323960396
-8.46,0.186768820168067
4.23,0.0858295081920904
3.34,0.0596830083700939
3.12,0.129771958961906
-0.593,0.190605011291826
4.44,0.090301153285791
-0.729,0.134067974533865
1.52,0.112801615981358
3.25,0.0934863071304471
3.39,0.121147554751655
-3.52,0.193257071477663
3.23,0.0794478389309577
3.17,0.152311444116859
3.15,0.105890195030626
0.964,0.0685426926084591
-5.68,0.192765492901235
4.29,0.0410866466377091
-4.15,0.184331478751394
-0.03,0.0968183648051551
0.098,0.100655121310269
2.34,0.090961824543458
-4.68,0.183448314019494
0.776,0.067195803107092
-0.042,0.10118905732419
-2.28,0.186081698263901
-3.73,0.186729235191538
-3.37,0.185186280480858
0.988,0.075691839643325
-4.26,0.197515271267625
-3.3,0.19337341730919
-1.17,0.174087771132051
-3.32,0.193117820488416
-0.958,0.164208006815703
-1.82,0.179426080670951
-2.33,0.184847737952157
1.09,0.0757587787721718
-0.672,0.15039406299256
0.61,0.0521538929736896
-1.94,0.177232562157974
0.968,0.0451922940432201
-0.078,0.1308951510982
0.016,0.170966512045053
0.193,0.0839675321897218
0.731,0.0654701201286348
-1.77,0.169806316822308
0.883,0.0534873364364294
0.451,0.129302895462312
0.268,0.201047739397089
-0.945,0.175309157886819
-0.786,0.185125483380536
0.512,0.0856978708346653
-0.51,0.168006327586371
-0.341,0.166426969181595
-0.401,0.152052841063587
0.739,0.103662487857019
0.809,0.0636930017680698
0.583,0.0341557169515446
-0.049,0.0874279635082542
0.222,0.17189590509185
-0.093,0.148067569319475
0.246,0.102846061362424
-0.08,0.185356912928928
-0.223,0.144322491415025
-1.99,0.181585421267515
-0.957,0.171556881729653
0.5,0.134457454948078
-0.974,0.151568579271826
-1.39,0.170312736226808
-1.4,0.169399691355672
-0.669,0.158483452934662
-0.217,0.162145074498916
-0.177,0.179657030330678
0.815,0.0489655743102087
-0.079,0.193720769199041
0.486,0.0588696338060271
0.05,0.116733947268052
0.061,0.12308308565453
0.097,0.114869231051117
-1.7,0.188531685851415
0.766,0.052861771038602
-0.161,0.153618589154922
-0.209,0.151549437021889
0.985,0.174152388542665
0.663,0.069466600729935
0.288,0.0633946832357263
-0.025,0.0788759500838042
0.069,0.056702749263374
0.215,0.169630897600391
0.104,0.172171138552855
1.18,0.0756801311305777
-0.172,0.166395101732773
-0.135,0.0945928484195644
0.086,0.0886253316653002
0.586,0.0906765897399612
-0.972,0.162828366559974
0.502,0.0704010321324148
-0.976,0.157026802434958
0.488,0.113564982709712
-0.712,0.162084999564959
-0.369,0.154010195983709
-0.533,0.16485140919073
-0.393,0.136117031474468
-0.368,0.167571333351718
-1.06,0.160574183148816
-0.467,0.181801104159516
-1.46,0.180633838728629
-0.137,0.151713562151911
-0.324,0.152881480890951
-0.692,0.124926372913212
0.841,0.116536906563914
1.98,0.0395697215392886
-0.104,0.193557542097931
-0.758,0.168978079647802
0.365,0.075769606329545
0.316,0.0862223894446566
0.275,0.0989453144911951
-2.43,0.184547890056314
0.127,0.103670430125628
-1.57,0.164517850580664
-0.243,0.141072092162115
-0.224,0.114533990771718
0.042,0.146512055398753
-0.403,0.163646680496157
0.012,0.128379880266789
0.35,0.117682793382476
-0.021,0.16864036371983
0.077,0.131525350853248
-2.02,0.172729836291576
2.42,0.118755444558485
1.44,0.0739646994196183
0.554,0.0945598716089855
1.05,0.109333714049692
1.2,0.181158462344783
0.131,0.167680678846594
-0.812,0.166517811238239
0.406,0.0706338417225609
-0.678,0.139995639416041
2.32,0.0227644008660729
-3.29,0.189746388136686
-8.47,0.220052096059113
2.75,0.185308632938395
4.02,0.0525812072288424
-0.828,0.0975982617263827
3.09,0.0725997002808574
-0.87,0.16261230366254
0.595,0.0570486650646874
0.647,0.133815079301613
2.25,0.0618377973734371
-0.461,0.141851979398622
-0.682,0.179164527562112
3.03,0.0826724567071765
3.04,0.15774408870297
2.7,0.10460151097115
2.96,0.1269388275
4.03,0.0581355105640216
0.839,0.0831384302725968
2.67,0.144448713014743
-7.47,0.194268177187154
3.84,0.0462417980035798
-0.38,0.137137082798765
4.79,0.0282181956397017
3.79,0.0832702670362158
4.91,0.0857931840103657
3.91,0.0638962891216806
-2.08,0.182106030709758
-3.62,0.188165965613069
-0.174,0.100243404745731
3.19,0.135917423948031
0.612,0.10815522320776
-5.91,0.18376042749658
-5.13,0.185876948221457
-2.41,0.189689279138857
0.045,0.11854770537295
0.435,0.11428239241764
-2.09,0.180412772541095
-3.26,0.187551560814798
4.36,0.0445246868673051
-0.577,0.114717850727052
-1.84,0.17786400785273
-0.225,0.124001229362607
-0.991,0.139547447830484
-11.7,0.167021277746158
3.37,0.0653540350577726
3.5,0.117292585773898
0.243,0.102945893635571
-6.37,0.198072437340153
-2.85,0.191178018552651
-12,0.185712990331996
0.55,0.127821007198807
-8.69,0.195738583333333
0.932,0.0907697286042693
2.36,0.0749222174602228
0.333,0.138550075098814
-5.92,0.175918365891133
-2.01,0.181537942227493
-8.1,0.207152297297297
-0.652,0.163696040712732
-5.04,0.183614693038859
-5.19,0.176250150023889
3.69,0.145333040303876
-4.13,0.192775969350649
0.438,0.146799251831502
0.923,0.0599606019166019
0.156,0.110580529799276
-5.61,0.19010293081761
0.872,0.0879456542916947
-10.7,0.197683654641598
1.93,0.0425454967745509
0.153,0.0985211206715
0.166,0.112376620714286
0.138,0.0934801078830633
-0.656,0.150927435996602
-0.151,0.174125319582856
-0.886,0.156760460350844
0.272,0.111740190422517
0.429,0.168375117450511
-0.353,0.15379434753054
0.431,0.0992806610871441
0.428,0.194648068179551
0.738,0.0503839324907641
-2.63,0.184450810849657
0.749,0.0519503046415981
-0.382,0.0878502964755347
0.305,0.175923689022975
-2.76,0.180484347013467
0.007,0.152961301045588
-2.59,0.191828614737692
-2.39,0.189731171670516
0.224,0.063203846975402
-2.34,0.189295848624516
-2.12,0.186544069514352
-0.302,0.182285684173669
0.114,0.134365834359683
0.527,0.103973983555374
-0.928,0.16747521631941
0.3,0.122078805029096
0.332,0.159001107736305
0.078,0.0838825002710468
1.19,0.0452057529810686
0.951,0.0457789826162538
-3.45,0.190412036818598
0.986,0.0553932600226623
1.41,0.0492517161268182
-1.12,0.173717361243875
0.452,0.177625750178427
1.54,0.0605933255185809
-1.65,0.178107378320057
2.28,0.120043103794326
0.895,0.101639396567299
1.08,0.156459733533323
0.487,0.0943381060051285
-4.04,0.195107146653144
-4.33,0.198143881617706
0.613,0.0696134104320337
2.43,0.0392568294166395
-0.022,0.125878139587216
-0.913,0.189631481316099
0.878,0.0859584341910912
-0.556,0.157325490672776
-0.409,0.145623659094542
-2.27,0.183628685887307
-1.51,0.176212577080184
-0.182,0.173497943430601
0.317,0.056536816093206
0.392,0.175746645804327
0.393,0.161752469370147
-0.051,0.115481696391634
0.508,0.154852342481775
0.124,0.141876717733029
0.387,0.110113192016593
0.082,0.147991961666983
0.361,0.151612627597629
0.232,0.112093134302756
2.52,0.062532402605132
0.32,0.168075230567082
-2.25,0.183959785002022
-0.912,0.185695930614529
-0.926,0.178307766043126
0.639,0.0620573854415516
-0.879,0.13950917448886
0.322,0.0695738657873288
0.09,0.146165502264711
0.51,0.0521747918708203
0.578,0.160323861038836
0.593,0.152435726600232
0.547,0.0706532523942169
-0.557,0.167161269067419
0.572,0.158891992153392
-0.867,0.190591120225227
0.498,0.0335017660140345
-0.653,0.153354263766234
-1.14,0.18073505433116
0.718,0.0532736396141954
5.17,0.0170879268823872
2.39,0.0459558565275296
-2.4,0.190465389079599
-3.12,0.185971409366655
0.433,0.126965562820513
0.513,0.0866645751569037
0.135,0.18173909079568
-0.192,0.108189227357904
0.248,0.104404740395459
0.236,0.0799492578931313
0.503,0.0915187488687783
0.472,0.0857169788338751
-0.142,0.131442408963585
2.57,0.15993779816403
-0.655,0.170117997280718
-0.989,0.145978613382607
-0.681,0.168238105412642
-2.17,0.189659196832396
0.306,0.124523319000823
0.519,0.136923168084085
-11.1,0.187733549481047
-0.423,0.166858887081639
0.921,0.084536110105464
1.99,0.0698355843794127
-1.96,0.179467577995112
4.3,0.0772872642257818
-6.35,0.200193409730849
-7.62,0.216683209013914
3.42,0.158116115768046
3.61,0.145576185781991
3.44,0.0886303288758026
0.386,0.175619035832076
0.199,0.159346657945307
0.331,0.174170031061719
-0.188,0.170872552242592
-4.71,0.195743184322508
0.141,0.180689639935822
-0.881,0.177433579729776
3.43,0.0913423846619764
-0.314,0.165396315984724
2.24,0.0534598422939068
0.609,0.120412093345378
0.074,0.0820210470930452
-3.42,0.188836686002101
1.64,0.0774169753474225
1.97,0.0607692751833142
0.142,0.166182641463415
-0.256,0.138562438376188
-0.563,0.126105427507837
-0.916,0.116982484272192
-0.644,0.190356509322411
0.464,0.159702060235628
0.477,0.0643880028154405
0.468,0.0982089313045711
0.467,0.131954360675427
0.26,0.107561181653425
0.389,0.111655634496526
0.581,0.116856929139973
0.04,0.16606988901751
0.575,0.126868291553134
0.476,0.0895088371101871
0.257,0.120929718149095
-7.03,0.200559855191257
1.78,0.0947327171502023
-0.946,0.179883878968254
0.491,0.127021425506961
-0.702,0.171495165113989
0.606,0.0757140271813013
0.833,0.0450979260517356
0.129,0.11525205507547
-0.803,0.149123620169891
0.22,0.0890725317705876
0.125,0.10475329825518
0.092,0.0875388312400686
0.083,0.0937253427561837
0.169,0.113994731850698
-0.214,0.133859190911222
-0.345,0.164724489030276
-0.364,0.152772643975375
-0.207,0.127571178880717
-0.346,0.0952743390192668
0.162,0.0705760454151999
-1.53,0.177057065975835
-0.029,0.115911091581474
-1.04,0.154067488804603
0.229,0.0489822056643496
-0.038,0.131373274465167
-0.567,0.155540849483524
-0.683,0.131925167364017
-0.892,0.180661101715016
0.139,0.177944889765481
0.048,0.180920998021027
0.692,0.0804213882731629
-2.14,0.177572912225972
-2.87,0.191762396275777
-3.25,0.190142063989075
-0.825,0.150574521362229
-0.536,0.172029318303153
-0.983,0.169436483356941
0.143,0.126681671841712
0.038,0.117559274489865
-1.13,0.183690104335499
1.22,0.0622264141999932
-3.1,0.193704127457474
-0.248,0.138796642197599
-5.03,0.182018707347055
-4.69,0.200696245676804
-4.84,0.217763114811912
-3.84,0.187119505460412
0.72,0.171398339197531
-2.51,0.177612893006909
-0.987,0.194691348678488
-4.17,0.196334494615087
-3.77,0.190993353539052
2.23,0.0470017224362244
0.168,0.096317076153107
-0.06,0.111199211206404
2.44,0.0969776520879876
-4.89,0.190388088118812
2.21,0.147806275935063
0.953,0.107461318571429
0.9,0.123124791726447
0.994,0.103973647902365
0.343,0.103927687376726
0.648,0.077447029061284
-0.755,0.132058870150531
0.906,0.176480435507027
-4.32,0.195830954756019
-0.679,0.192299533052193
-0.855,0.184214297229458
2.08,0.0599268651275959
-2.54,0.179785018139538
-0.298,0.160055039654296
-0.757,0.135810906046292
-3.14,0.185316139586039
0.349,0.167509340925886
0.363,0.162253209944751
0.501,0.0812986611821226
0.335,0.0846665924829831
-0.354,0.152575506468155
-0.238,0.14877119643071
0.133,0.155438313811725
0.073,0.104530026798796
0.192,0.120882254531337
0.195,0.168433581121488
0.296,0.0814516374677954
-2.61,0.186828811320755
-0.068,0.121202502762971
-0.604,0.141460485820252
0.302,0.147928199453667
-0.069,0.152271484010779
-2.13,0.185715349203265
-0.981,0.137896413133251
0.297,0.154386119958992
0.79,0.0637467036260845
0.514,0.142397241149164
-0.896,0.136942954057535
0.372,0.13635806457795
-1.67,0.18341402014965
0.005,0.108823979013411
0.095,0.167961852398122
-0.295,0.176854946782638
-0.894,0.154232165791541
-0.82,0.140097696305604
0.235,0.0610274604140871
-0.985,0.146285989686827
-0.195,0.0988411369599034
0.063,0.135248782148394
-0.003,0.118126783676504
-2.3,0.183884784113424
-0.273,0.175155528114736
0.598,0.104075768463552
-0.551,0.175700941257159
0.875,0.156636998391112
-0.468,0.175627079843702
-0.342,0.162481757275847
-0.289,0.128927953246963
-0.509,0.142009138812241
-0.506,0.167873951635102
-0.35,0.101412015060847
-2.16,0.188784341220886
0.185,0.161909572598402
0.107,0.0872879903793516
-0.986,0.188767193842967
0.121,0.0807555243754373
-0.829,0.169772582400765
0.112,0.0917112702972
-0.357,0.149870106210053
-0.435,0.152138790957761
-0.537,0.15110797716895
-0.433,0.126962021712684
-0.347,0.12941633063308
-0.114,0.163697200545201
-0.293,0.118543779928979
-0.171,0.0996924853484265
-0.099,0.130166344017408
-0.199,0.085430843508368
0.602,0.0783417316053512
-2.29,0.180764005244363
0.416,0.151077816430125
-0.033,0.112138982535517
-6.72,0.188592649327878
-3.85,0.199338802272759
2.79,0.0809350608771074
4.11,0.160252355643601
4.08,0.0579760302315964
3.99,0.194384937681159
-0.993,0.163090452965994
-4.94,0.195823754085802
-5.71,0.189984609854423
0.269,0.127681001324503
2.3,0.107230951412482
0.977,0.107614707510863
-10.2,0.192130528074629
-2.56,0.185800371577575
2.55,0.123774624207036
2.73,0.0656779827400816
2.19,0.0947255692910124
1.65,0.107062094731124
0.767,0.0589275537458194
0.214,0.123897228541927
-0.432,0.138207126629962
-0.371,0.17471599469144
-0.47,0.18212485855799
0.118,0.0925719576126969
0.117,0.0656207834898116
-1.33,0.172870511390075
0.128,0.108501073930166
0.997,0.054317380323923
1,0.0805687604340334
0.163,0.109674143317837
0.77,0.0454043172839302
0.506,0.0694037907960199
0.44,0.0798729368390129
0.909,0.0566539642962435
-0.767,0.162837254969067
0.628,0.0310210089990177
-0.543,0.129743847641217
0.41,0.0661774735892968
-0.548,0.166995748485696
0.398,0.10004748680192
-0.284,0.12451279390175
-0.515,0.176920157792572
0.589,0.0981551297130635
0.408,0.106711149857705
1.43,0.0894431118965729
0.076,0.0799948463571889
0.87,0.0479778332573966
-3.09,0.191574017901115
-0.689,0.184882475688417
0.122,0.0629510756719275
-0.95,0.179629756067588
0.245,0.0530393952281194
0.52,0.0983768599875312
-0.732,0.153990015732547
-0.695,0.14750969158914
0.937,0.186278693761776
0.034,0.12878850701329
-0.098,0.148539385905054
0.463,0.0611663057137703
-0.048,0.143133990191297
-0.427,0.127643552109974
-2.11,0.173878160531454
-0.122,0.133471062154696
-0.801,0.169098239932175
-0.779,0.175722671274769
